ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
176,5223279,-20.92,1.148,116,3.78,"Produk cukup baik, kadang waktu tunggu agak lama. Perferendis dolore dicta ad doloribus.",0.397,120,32.13,2.57,Med,7,0.0,Struggling
177,5237023,12.52,0.887,173,4.31,"Pelayanan standar, masih bisa ditingkatkan.",0.344,162,10.57,2.69,Med,9,0.0,Growth
178,7860650,-22.65,1.211,96,3.73,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.461,98,15.75,3.65,Med,9,0.0,Critical
179,10601566,11.76,0.873,114,4.11,"Pelayanan standar, masih bisa ditingkatkan.",0.498,115,25.25,2.76,Med,8,0.0,Growth
180,7884635,-23.99,1.184,86,3.28,Pesanan sering terlambat saat jam sibuk.,0.686,64,3.42,1.0,High,8,-0.65,Critical
181,12277496,-3.72,1.027,113,4.32,"Produk cukup baik, kadang waktu tunggu agak lama.",0.503,54,20.77,4.97,Med,9,0.0,Growth
182,2251570,-7.21,1.034,47,2.93,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.736,14,13.25,1.0,High,6,-0.25,Struggling
183,5282801,-20.54,1.104,59,3.48,"Produk cukup baik, kadang waktu tunggu agak lama.",0.504,41,12.22,1.0,Med,11,0.0,Struggling
184,7715187,13.12,0.891,161,4.17,"Secara umum oke, hanya respon chat kadang lambat.",0.487,132,26.23,5.5,Med,7,-0.3,Growth
185,55647595,-8.46,1.06,192,3.91,Kadang stok kosong saat jam ramai.,0.486,133,17.35,4.52,Med,6,0.0,Struggling
186,7426402,-9.16,1.02,122,3.01,"Sudah beberapa kali order, pengalaman makin menurun. Nostrum quisquam iste suscipit nemo quaerat fugit.",0.48,115,22.47,2.0,Med,10,-0.3,Struggling
187,17902221,-11.16,1.06,163,4.18,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.515,103,19.5,4.25,High,11,-0.25,Struggling
188,8402427,7.27,0.883,119,4.02,"Pelayanan standar, masih bisa ditingkatkan.",0.378,115,26.38,3.3,Med,10,0.0,Growth
189,10816346,18.75,0.81,144,4.46,"Produk cukup baik, kadang waktu tunggu agak lama. Doloribus omnis ab quibusdam quo autem.",0.264,83,37.2,5.48,Med,6,0.0,Elite
190,18050129,14.63,0.839,160,4.5,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.375,115,32.77,6.12,Med,7,0.0,Elite
191,5622812,17.15,0.796,70,4.03,Kadang stok kosong saat jam ramai.,0.272,4,16.41,5.04,Low,8,0.0,Growth
192,7646814,-3.32,1.02,142,3.98,"Pelayanan standar, masih bisa ditingkatkan. Dolor rem possimus iure nam totam.",0.349,132,26.06,2.72,Med,7,0.0,Growth
193,5804459,-0.32,1.009,152,3.99,"Produk cukup baik, kadang waktu tunggu agak lama.",0.394,56,9.46,4.66,Med,8,0.0,Growth
194,7186962,26.32,0.706,122,4.55,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.422,89,24.35,4.49,Low,9,0.8,Elite
195,6525634,11.0,0.859,169,4.1,"Pelayanan standar, masih bisa ditingkatkan. Itaque reiciendis pariatur voluptates.",0.399,131,15.47,4.46,Med,8,0.0,Growth
196,6101522,6.44,0.898,166,4.65,"Pengiriman cepat, admin komunikatif.",0.109,149,19.1,5.71,Low,7,0.55,Growth
197,11000865,10.57,0.901,192,4.47,"Kualitas produk konsisten, harga masih masuk akal. Et quidem ipsam repellendus tempora incidunt tenetur ipsum.",0.081,128,29.78,3.2,Low,6,0.2,Growth
198,6407516,-7.3,1.085,126,3.7,"Pelayanan standar, masih bisa ditingkatkan.",0.462,132,25.33,3.65,Med,13,0.0,Struggling
199,5718042,12.03,0.865,89,4.64,Aplikasi pemesanan mudah dipakai dan responsif.,0.33,55,31.74,5.03,Low,10,0.55,Elite
200,12642384,-5.27,1.101,151,4.36,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.478,174,20.12,3.52,Med,11,0.0,Struggling
201,18634708,13.89,0.833,203,4.15,"Secara umum oke, hanya respon chat kadang lambat.",0.25,162,23.97,4.86,Low,6,-0.3,Growth
202,7324659,-14.39,1.148,143,3.49,Harga naik tapi layanan tidak membaik.,0.659,162,18.2,1.85,High,9,-0.2,Struggling
203,10938906,21.03,0.796,114,5.0,"Pelayanan cepat dan ramah, pesanan selalu tepat. Quia labore ea doloribus.",0.152,70,26.26,5.31,Low,6,0.8,Elite
204,17183230,-17.81,1.157,160,4.35,"Harga dan kualitas seimbang, pengalaman biasa saja. Quisquam maxime occaecati earum aspernatur.",0.514,125,11.78,4.9,Med,11,0.0,Struggling
205,15449781,-6.12,1.066,188,4.04,"Harga dan kualitas seimbang, pengalaman biasa saja. Doloremque excepturi tempora aspernatur corrupti.",0.479,147,24.08,4.32,Med,5,0.0,Struggling
206,9325023,3.51,0.995,87,4.26,"Secara umum oke, hanya respon chat kadang lambat.",0.51,40,24.79,2.55,Med,7,-0.3,Growth
207,9486851,11.06,0.878,91,4.44,"Transaksi digital lancar, proses checkout tidak ribet.",0.127,26,22.93,3.46,Low,9,-0.25,Growth
208,5047405,-0.47,0.995,93,4.08,Kadang stok kosong saat jam ramai.,0.533,71,16.87,3.18,Med,5,0.0,Growth
209,8578939,28.71,0.734,163,4.96,"Secara umum oke, hanya respon chat kadang lambat. Possimus provident aperiam illum molestiae impedit.",0.475,118,33.52,6.9,Med,11,-0.3,Elite
210,6155194,-14.11,1.091,129,3.95,"Secara umum oke, hanya respon chat kadang lambat. Rerum harum quo veniam accusantium.",0.484,100,22.12,2.28,Med,7,-0.3,Struggling
211,7178241,12.56,0.882,136,4.05,"Produk cukup baik, kadang waktu tunggu agak lama.",0.388,141,4.0,3.44,Med,12,0.0,Growth
212,4409179,17.73,0.863,145,3.66,"Produk cukup baik, kadang waktu tunggu agak lama.",0.343,146,29.74,2.38,Med,8,0.0,Growth
213,5953654,1.74,0.977,103,4.08,"Secara umum oke, hanya respon chat kadang lambat.",0.261,99,17.07,2.86,Med,11,-0.3,Growth
214,5831564,-35.0,1.423,111,2.72,"Sudah beberapa kali order, pengalaman makin menurun.",0.801,126,3.31,1.5,High,17,-0.3,Critical
215,5839387,-3.21,0.945,116,3.62,"Pelayanan standar, masih bisa ditingkatkan.",0.415,72,2.0,2.09,Med,9,0.0,Growth
216,12159805,-13.58,1.094,117,3.78,"Produk cukup baik, kadang waktu tunggu agak lama.",0.208,95,11.58,3.11,Low,15,0.0,Struggling
217,3233070,7.35,0.905,33,4.13,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.501,5,20.87,2.11,Med,10,0.0,Growth
218,9193684,-5.73,0.984,119,3.96,"Produk cukup baik, kadang waktu tunggu agak lama.",0.324,150,20.87,2.5,Med,8,0.0,Growth
219,12922045,26.45,0.746,167,4.83,Aplikasi pemesanan mudah dipakai dan responsif.,0.162,166,15.56,4.54,Low,12,0.55,Growth
220,12881948,-18.77,1.149,191,4.16,"Sudah beberapa kali order, pengalaman makin menurun.",0.788,149,20.55,7.4,High,15,-0.3,Struggling
221,3857104,-6.03,0.998,71,3.88,Proses pembayaran sering bermasalah.,0.442,92,14.03,1.54,High,6,-0.35,Struggling
222,16215244,22.65,0.772,159,4.95,Selalu repeat order karena kualitasnya terjaga. Fugit ab explicabo quidem sequi veritatis in.,0.26,149,25.89,5.07,Low,9,0.25,Elite
223,17093773,-8.09,1.028,162,3.98,Kadang stok kosong saat jam ramai.,0.395,150,22.96,2.35,Med,7,0.0,Struggling
224,11887076,25.46,0.766,165,4.52,"Pengiriman cepat, admin komunikatif.",0.216,98,23.7,2.21,Low,6,0.55,Growth
225,2742767,10.66,0.936,105,4.16,"Pelayanan standar, masih bisa ditingkatkan.",0.319,54,14.45,2.8,Med,8,0.0,Growth
226,8894915,35.13,0.634,199,5.0,Aplikasi pemesanan mudah dipakai dan responsif.,0.313,163,38.28,5.85,Low,9,0.55,Elite
227,14660838,12.34,0.887,184,4.43,"Produk cukup baik, kadang waktu tunggu agak lama.",0.478,170,33.44,4.64,Med,10,0.0,Growth
228,10411498,-9.96,1.079,141,3.45,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.375,130,20.7,2.2,High,7,-0.25,Struggling
229,5194278,-4.92,1.041,101,4.17,"Secara umum oke, hanya respon chat kadang lambat.",0.349,41,18.32,5.66,Low,5,-0.3,Struggling
230,9001620,-11.6,1.111,107,3.72,Respons admin lambat dan informasi kurang jelas.,0.523,84,32.57,4.25,High,6,-0.55,Struggling
231,5859052,-12.65,1.066,150,4.13,Proses pembayaran sering bermasalah.,0.677,106,22.46,3.47,High,8,-0.35,Struggling
232,17358502,29.2,0.757,170,5.0,Selalu repeat order karena kualitasnya terjaga.,0.129,131,35.81,6.24,Low,12,0.25,Elite
233,5620855,1.53,0.89,62,4.38,"Transaksi digital lancar, proses checkout tidak ribet. Reiciendis tempore laborum earum laborum harum pariatur.",0.244,13,8.92,4.65,Low,9,-0.25,Growth
234,21762812,-1.18,0.99,128,3.74,Pesanan sering terlambat saat jam sibuk. Quam saepe ullam voluptatem modi tenetur.,0.644,153,26.8,3.97,High,6,-0.65,Struggling
235,22553795,22.51,0.728,196,4.33,"Transaksi digital lancar, proses checkout tidak ribet.",0.06,161,28.12,4.03,Low,6,-0.25,Growth
236,6660593,6.66,0.872,89,4.23,Aplikasi pemesanan mudah dipakai dan responsif. Natus ad odit consequatur iure amet fugiat distinctio.,0.232,44,6.68,1.0,Low,6,0.55,Growth
237,4245873,2.56,0.946,127,3.85,"Pelayanan standar, masih bisa ditingkatkan.",0.316,101,29.17,5.61,Med,10,0.0,Growth
238,3009316,-35.0,1.38,81,2.1,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.551,9,19.11,4.35,High,15,-0.25,Critical
239,11556629,-15.58,1.148,180,3.73,"Pelayanan standar, masih bisa ditingkatkan. Excepturi sunt eius veritatis in rerum.",0.379,146,14.33,2.61,Med,8,0.0,Struggling
240,12293008,16.05,0.889,151,4.82,"Kualitas produk konsisten, harga masih masuk akal.",0.32,92,20.56,7.78,Low,10,0.2,Growth
241,6719439,-13.8,1.149,142,3.78,"Secara umum oke, hanya respon chat kadang lambat.",0.547,114,19.06,4.42,Med,11,-0.3,Struggling
242,7830201,2.82,0.932,99,3.7,"Produk cukup baik, kadang waktu tunggu agak lama.",0.262,62,21.41,1.98,Med,7,0.0,Growth
243,13316195,19.31,0.829,199,4.72,"Transaksi digital lancar, proses checkout tidak ribet.",0.301,115,25.28,7.41,Low,8,-0.25,Elite
244,5357415,15.76,0.811,81,4.79,"Transaksi digital lancar, proses checkout tidak ribet.",0.074,4,20.56,6.63,Low,11,-0.25,Growth
245,15150844,1.34,0.969,131,4.13,Kadang stok kosong saat jam ramai.,0.431,131,22.97,1.0,Med,6,0.0,Growth
246,6952648,-3.59,1.01,124,4.2,"Pelayanan standar, masih bisa ditingkatkan.",0.621,50,21.08,3.3,Med,3,0.0,Growth
247,4095529,-11.19,1.078,136,3.3,Pesanan sering terlambat saat jam sibuk.,0.497,142,20.4,3.37,Med,10,-0.65,Struggling
248,1808931,2.85,0.97,60,4.59,"Produk cukup baik, kadang waktu tunggu agak lama.",0.259,39,15.46,3.42,Med,9,0.0,Growth
249,5934952,-17.35,1.202,111,3.68,"Kualitas tidak konsisten, kadang bagus kadang kurang. Accusantium molestiae voluptatum expedita officiis quos officiis.",0.65,162,11.21,1.43,High,11,-0.25,Critical
250,4307190,7.36,0.894,72,4.84,"Transaksi digital lancar, proses checkout tidak ribet.",0.066,11,15.3,4.95,Low,9,-0.25,Growth
251,8375602,23.19,0.787,151,4.87,"Produk cukup baik, kadang waktu tunggu agak lama.",0.426,101,14.0,3.57,Med,8,0.0,Growth
252,3208577,-10.79,1.087,128,3.6,"Produk cukup baik, kadang waktu tunggu agak lama.",0.385,149,18.48,1.48,Med,10,0.0,Struggling
253,2283502,14.02,0.785,92,4.68,"Pengiriman cepat, admin komunikatif.",0.341,50,20.37,2.75,Low,5,0.55,Growth
254,21105401,-7.33,1.045,153,3.72,"Secara umum oke, hanya respon chat kadang lambat.",0.597,133,15.61,4.73,Med,15,-0.3,Struggling
255,16152076,13.44,0.824,159,4.36,Kadang stok kosong saat jam ramai.,0.4,150,20.98,3.77,Med,6,0.0,Growth
256,10316446,12.74,0.854,164,4.65,"Transaksi digital lancar, proses checkout tidak ribet.",0.301,154,36.92,5.89,Low,9,-0.25,Elite
257,6788374,36.59,0.569,136,5.0,"Pengiriman cepat, admin komunikatif.",0.264,56,18.23,2.67,Low,2,0.55,Growth
258,4689725,-12.62,1.135,122,3.65,"Secara umum oke, hanya respon chat kadang lambat.",0.421,122,26.42,1.54,Med,11,-0.3,Struggling
259,5048012,14.05,0.869,110,4.46,"Pelayanan standar, masih bisa ditingkatkan.",0.369,163,13.25,1.96,Med,12,0.0,Growth
260,11474128,-13.45,1.117,155,4.05,Kadang stok kosong saat jam ramai.,0.553,154,16.66,3.26,Med,8,0.0,Struggling
261,7000812,-22.54,1.232,121,3.82,"Pelayanan standar, masih bisa ditingkatkan.",0.537,118,20.58,4.28,Med,15,0.0,Critical
262,3838624,-29.32,1.258,69,2.87,Respons admin lambat dan informasi kurang jelas.,0.668,77,15.77,1.36,High,11,-0.55,Critical
263,9502136,7.94,0.946,152,4.28,"Secara umum oke, hanya respon chat kadang lambat.",0.448,115,12.33,4.1,Med,12,-0.3,Growth
264,21693389,1.8,0.955,189,4.1,"Pelayanan standar, masih bisa ditingkatkan. Veniam dicta accusantium.",0.518,166,30.45,7.13,Med,6,0.0,Growth
265,9519257,13.55,0.867,175,4.71,"Produk cukup baik, kadang waktu tunggu agak lama.",0.482,168,27.09,5.01,Med,10,0.0,Elite
266,7264524,0.14,0.948,123,3.99,"Pelayanan standar, masih bisa ditingkatkan. Dolores labore beatae veniam.",0.474,106,31.17,4.46,Med,9,0.0,Growth
267,3797089,8.85,0.915,112,4.14,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.423,86,14.89,1.0,Med,9,0.0,Growth
268,4848217,-1.78,1.057,117,4.08,"Produk cukup baik, kadang waktu tunggu agak lama. Praesentium quisquam cumque non quibusdam beatae reprehenderit.",0.418,114,12.93,2.84,Med,7,0.0,Growth
269,9117898,2.45,0.912,157,4.76,"Kualitas produk konsisten, harga masih masuk akal.",0.218,101,39.3,5.58,Low,6,0.2,Growth
270,7202714,9.86,0.887,133,4.26,"Pelayanan standar, masih bisa ditingkatkan.",0.232,155,23.73,1.25,Med,10,0.0,Growth
271,12405551,-0.98,1.008,124,3.82,Pesanan sering terlambat saat jam sibuk.,0.699,95,10.2,2.17,High,7,-0.65,Struggling
272,8806475,23.02,0.782,186,4.88,Aplikasi pemesanan mudah dipakai dan responsif.,0.229,148,25.4,4.48,Low,7,0.55,Elite
273,10025036,30.61,0.702,190,4.32,"Pengiriman cepat, admin komunikatif. Autem ad est perspiciatis vero.",0.09,130,22.95,2.78,Low,2,0.55,Growth
274,13008835,4.72,0.928,150,3.98,Kadang stok kosong saat jam ramai.,0.402,112,23.13,3.7,Low,8,0.0,Growth
275,5854298,37.29,0.669,157,5.0,Selalu repeat order karena kualitasnya terjaga.,0.139,84,29.08,8.3,Low,7,0.25,Elite
276,2497712,11.0,0.847,69,3.76,"Produk cukup baik, kadang waktu tunggu agak lama.",0.18,56,3.15,2.82,Low,11,0.0,Growth
277,15390809,-11.66,1.145,154,3.59,Harga naik tapi layanan tidak membaik.,0.54,165,19.1,2.7,High,8,-0.2,Struggling
278,7829897,-9.75,1.086,146,4.46,"Produk cukup baik, kadang waktu tunggu agak lama.",0.474,171,30.86,2.21,Med,9,0.0,Struggling
279,14556768,22.39,0.813,170,4.44,Aplikasi pemesanan mudah dipakai dan responsif.,0.174,163,17.76,2.99,Low,7,0.55,Growth
280,9570966,6.78,0.926,167,4.03,Kadang stok kosong saat jam ramai.,0.336,70,25.9,2.77,Low,4,0.0,Growth
281,9194306,38.27,0.624,117,4.55,"Transaksi digital lancar, proses checkout tidak ribet.",0.285,35,29.41,5.29,Low,3,-0.25,Elite
282,6805777,-5.71,0.989,116,4.07,"Secara umum oke, hanya respon chat kadang lambat.",0.259,144,14.91,2.29,Med,9,-0.3,Growth
283,13824164,13.97,0.861,106,4.41,Kadang stok kosong saat jam ramai. Velit dicta nihil rerum doloribus possimus.,0.43,23,22.76,4.08,Med,6,0.0,Growth
284,3386488,24.64,0.817,90,4.08,Kadang stok kosong saat jam ramai.,0.251,50,43.42,5.24,Low,8,0.0,Growth
285,13983200,1.97,1.008,153,4.56,Kadang stok kosong saat jam ramai.,0.484,150,19.39,1.41,Med,9,0.0,Growth
286,9314178,-5.12,0.99,118,4.08,Kadang stok kosong saat jam ramai.,0.416,130,30.15,1.54,Med,8,0.0,Growth
287,4518530,-35.0,1.419,80,1.7,Proses pembayaran sering bermasalah.,0.7,138,13.35,2.13,High,19,-0.35,Critical
288,7427845,9.35,0.899,133,4.33,"Secara umum oke, hanya respon chat kadang lambat.",0.47,137,29.77,2.93,Med,10,-0.3,Growth
289,16854289,-17.02,1.218,159,3.37,Proses pembayaran sering bermasalah.,0.672,147,15.26,3.18,High,10,-0.35,Critical
290,4323597,-7.77,1.055,157,4.0,"Produk cukup baik, kadang waktu tunggu agak lama. Sed nobis commodi voluptates quos.",0.527,130,29.34,2.99,Med,9,0.0,Struggling
291,3547816,33.33,0.649,100,4.81,"Pengiriman cepat, admin komunikatif. Minus optio architecto officia accusamus in.",0.288,35,19.9,2.97,Low,7,0.55,Growth
292,11484675,-3.86,1.039,172,3.67,Kadang stok kosong saat jam ramai. Autem vero odio repudiandae provident ipsa quasi.,0.437,178,31.65,3.23,Med,10,0.0,Struggling
293,6621115,19.74,0.837,170,4.3,Aplikasi pemesanan mudah dipakai dan responsif.,0.21,117,20.7,3.19,Low,10,0.55,Growth
294,4148416,-17.22,1.207,149,3.2,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.732,121,23.02,2.45,High,7,-0.25,Critical
295,5404871,-3.67,0.981,55,3.67,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.351,24,14.16,1.0,Med,7,0.0,Growth
296,13678124,12.38,0.849,185,4.13,Kadang stok kosong saat jam ramai. Nulla ullam quo iure repudiandae.,0.289,160,24.04,4.96,Low,6,0.0,Growth
297,1579289,-16.5,1.162,109,3.75,Proses pembayaran sering bermasalah. Eaque sequi rerum assumenda sunt doloribus iure nostrum.,0.687,40,16.03,5.57,High,13,-0.35,Struggling
298,8873857,21.8,0.776,122,4.35,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.298,111,30.22,3.42,Low,10,0.8,Growth
299,2811593,-1.27,0.962,94,3.92,"Secara umum oke, hanya respon chat kadang lambat. Excepturi laudantium eveniet laborum explicabo ea.",0.222,53,23.72,3.26,Low,9,-0.3,Growth
300,3373524,14.67,0.854,39,4.17,"Harga dan kualitas seimbang, pengalaman biasa saja. Sunt praesentium eius ab veniam.",0.138,10,17.97,1.04,Low,9,0.0,Growth
301,3444090,4.42,0.97,98,3.94,"Produk cukup baik, kadang waktu tunggu agak lama.",0.566,29,23.69,2.56,Med,5,0.0,Growth
302,8886894,-10.43,1.135,82,4.63,"Produk cukup baik, kadang waktu tunggu agak lama.",0.349,29,15.37,5.36,Med,12,0.0,Struggling
303,6424550,26.56,0.691,63,4.85,"Pelayanan standar, masih bisa ditingkatkan. Dolores illo nam dolores.",0.48,23,17.86,3.54,Med,7,0.0,Growth
304,3255493,-11.06,1.091,69,3.73,"Produk cukup baik, kadang waktu tunggu agak lama.",0.518,32,20.93,3.42,Med,8,0.0,Struggling
305,12336682,-0.3,1.012,120,4.28,"Pelayanan standar, masih bisa ditingkatkan. Officia laudantium recusandae at dolore porro esse.",0.563,99,9.95,3.75,Med,7,0.0,Growth
306,5059041,17.41,0.819,86,5.0,"Transaksi digital lancar, proses checkout tidak ribet. Fuga mollitia exercitationem voluptatum mollitia explicabo iste esse.",0.141,30,13.57,5.73,Low,7,-0.25,Growth
307,4527862,-17.46,1.121,171,3.2,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.58,113,10.49,1.0,High,6,-0.25,Struggling
308,5618904,2.57,1.027,119,3.64,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.537,63,17.38,3.98,Med,7,0.0,Growth
309,6526766,3.36,0.916,97,4.18,"Pelayanan standar, masih bisa ditingkatkan.",0.246,50,20.79,3.75,Low,8,0.0,Growth
310,9826001,22.43,0.771,176,4.82,"Transaksi digital lancar, proses checkout tidak ribet.",0.272,149,15.02,5.1,Low,7,-0.25,Growth
311,8194824,-11.99,1.114,77,3.62,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.645,6,16.65,1.72,High,12,-0.25,Critical
312,10870621,2.31,0.979,102,3.5,Pesanan sering terlambat saat jam sibuk.,0.729,37,21.88,3.14,High,9,-0.65,Struggling
313,8211427,16.34,0.853,135,4.47,Aplikasi pemesanan mudah dipakai dan responsif.,0.286,51,26.5,8.0,Low,9,0.55,Elite
314,4168057,32.07,0.664,91,4.62,"Pengiriman cepat, admin komunikatif.",0.263,19,24.77,6.18,Low,8,0.55,Elite
315,5236633,-12.86,1.054,175,4.16,"Pelayanan standar, masih bisa ditingkatkan. Blanditiis deserunt blanditiis modi quis.",0.487,174,33.9,4.37,Med,8,0.0,Struggling
316,15426151,23.1,0.773,219,4.47,"Pelayanan standar, masih bisa ditingkatkan. Deleniti qui eius nihil.",0.371,160,23.52,4.47,Med,7,0.0,Growth
317,9454179,-3.64,0.997,94,3.59,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.402,48,11.07,1.0,Med,6,0.0,Growth
318,23504065,-15.64,1.187,165,3.9,"Secara umum oke, hanya respon chat kadang lambat.",0.446,119,35.04,5.89,Med,10,-0.3,Critical
319,4494738,10.25,0.854,58,4.36,Selalu repeat order karena kualitasnya terjaga.,0.097,8,10.11,4.43,Low,10,0.25,Growth
320,9758496,9.08,0.872,123,4.14,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.493,101,26.0,3.84,Med,5,0.0,Growth
321,7061851,6.05,0.926,155,4.04,"Harga dan kualitas seimbang, pengalaman biasa saja. Nisi voluptatem rerum eos facere esse provident.",0.341,126,17.66,1.0,Med,8,0.0,Growth
322,6083444,5.77,0.92,106,3.98,"Harga dan kualitas seimbang, pengalaman biasa saja. Earum voluptate mollitia possimus.",0.416,39,32.18,3.93,Med,9,0.0,Growth
323,7168259,23.65,0.794,92,4.53,"Pengiriman cepat, admin komunikatif.",0.329,26,10.73,5.03,Low,6,0.55,Growth
324,3751540,-7.84,1.075,75,3.66,"Produk cukup baik, kadang waktu tunggu agak lama.",0.596,95,10.17,1.69,Med,11,0.0,Struggling
325,2733394,-19.87,1.187,88,3.48,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.495,48,10.26,3.12,Med,11,0.0,Critical
326,10259100,11.03,0.934,155,4.44,"Pengiriman cepat, admin komunikatif.",0.232,97,20.47,4.59,Low,8,0.55,Growth
327,7370162,-5.79,1.017,142,4.55,Proses pembayaran sering bermasalah. Odit quidem aut accusamus.,0.619,101,17.62,4.39,High,8,-0.35,Struggling
328,17494768,3.2,0.954,135,3.64,"Secara umum oke, hanya respon chat kadang lambat.",0.394,118,19.76,1.33,Med,8,-0.3,Growth
329,7889878,6.15,0.944,198,4.32,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.422,162,24.68,3.66,Med,9,0.0,Growth
330,7022910,-10.78,1.075,165,4.14,"Secara umum oke, hanya respon chat kadang lambat.",0.315,163,2.0,3.24,Med,11,-0.3,Struggling
331,14142848,-23.76,1.216,83,3.65,Proses pembayaran sering bermasalah.,0.596,69,10.8,1.99,High,14,-0.35,Critical
332,8060483,28.67,0.704,95,4.32,"Secara umum oke, hanya respon chat kadang lambat. Iusto ipsam delectus amet velit.",0.363,130,15.77,1.0,Med,4,-0.3,Growth
333,1783586,-6.43,1.048,23,3.96,"Pelayanan standar, masih bisa ditingkatkan.",0.512,20,12.46,1.65,Med,14,0.0,Struggling
334,6062580,-10.68,1.097,71,3.85,"Produk cukup baik, kadang waktu tunggu agak lama. Beatae aperiam laudantium neque placeat corrupti repellat.",0.458,27,20.9,1.71,Med,10,0.0,Struggling
335,5002919,4.69,0.936,100,4.5,"Pengiriman cepat, admin komunikatif. Assumenda dolorum nam impedit nisi.",0.303,56,17.56,3.38,Low,9,0.55,Growth
336,5353492,22.31,0.738,131,4.81,"Pengiriman cepat, admin komunikatif.",0.183,60,16.75,6.71,Low,7,0.55,Growth
